run_id,source_step,phase,pair_id,condition_side,condition,workload_id,repetition,safety_enabled,attempt,duration_seconds,forecast_aligned_seconds,mae_rps,rmse_rps,bias_rps,transition_mae_rps,desired_replica_mae,desired_replica_bias,deficient_replica_seconds,excess_replica_seconds,ready_deficient_replica_seconds,scale_action_count,scale_up_action_count,scale_down_action_count,churn_magnitude_replicas,slo_violation_seconds,slo_violation_rate,slo_episode_count,maximum_slo_episode_seconds,latency_violation_seconds,failure_violation_seconds,completion_violation_seconds,request_count,request_p99_latency_ms,request_failure_count,request_failure_rate,mean_cpu_cores,max_cpu_cores,mean_readiness_delay_seconds,max_readiness_delay_seconds,readiness_delay_observations,pod_created_count,pod_ready_transition_count,ready_source,pod_event_source,normalized_kubernetes_record_coverage_ratio,kubernetes_snapshot_valid_ratio
final-p01-b-r04-s0,step15,primary,pair-01-direction_bias,b,persistent_positive_bias,sustained-peak-v1,4,False,1,360,354,5.0,5.0,5.0,5.0,0.0,0.0,0,0,0,4,1,3,6,7,0.019444444444444445,7,1,0,0,7,15300,33.15846000000001,0,0.0,0.5466743650401068,0.8358396466584639,3.0,3,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9944444444444445,1.0
final-oracle-ramp-r04-s0,step15,reference,reference-oracle,reference,oracle,gradual-ramp-v1,4,False,1,480,474,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,3,3,6,54,0.1125,53,2,0,0,54,19350,31.979529999999997,0,0.0,0.5195946021573394,0.8336838115386558,1.3333333333333333,2,3,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9854166666666667,1.0
final-p02-b-r04-s0,step15,primary,pair-02-duration,b,shortened_peak,sustained-peak-v1,4,False,1,360,354,2.9661016949152543,10.188893920442684,-2.9661016949152543,0.0,0.25,-0.25,90,0,20,4,1,3,6,17,0.04722222222222222,8,10,10,3,11,15300,1516.5644900000016,47,0.0030718954248366015,0.5293031840933986,0.8440337629368551,2.0,2,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9972222222222222,1.0
final-oracle-sustain-r04-s0,step15,reference,reference-oracle,reference,oracle,sustained-peak-v1,4,False,1,360,354,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,1,3,6,8,0.022222222222222223,8,1,0,0,8,15300,37.46877000000002,0,0.0,0.5453580418365823,0.84039777966601,0.0,0,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9722222222222222,1.0
final-p03-a-r04-s0,step15,primary,pair-03-event_presence,a,false_peak,narrow-spike-v1,4,False,1,180,174,6.0344827586206895,14.532958974404494,6.0344827586206895,0.0,0.6666666666666666,0.6666666666666666,0,120,0,4,1,3,6,8,0.044444444444444446,8,1,0,0,8,5550,32.36126000000007,0,0.0,0.35546000140517664,0.6938802923633491,1.0,1,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9833333333333333,1.0
final-p01-a-r04-s0,step15,primary,pair-01-direction_bias,a,persistent_negative_bias,sustained-peak-v1,4,False,1,360,354,5.0,5.0,-5.0,5.0,0.5861111111111111,-0.5861111111111111,211,0,180,3,1,2,4,23,0.06388888888888888,22,2,0,0,23,15300,44.88485000000002,0,0.0,0.5434690779795932,0.8378604147871485,1.0,1,1,2,2,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9972222222222222,1.0
final-p05-a-r04-s0,step15,primary,pair-05-shape,a,sharpened,periodic-triangle-v1,4,False,1,720,714,0.29956431372549036,0.7266810425875311,1.3932210505100003e-16,0.33865745666666686,0.0,0.0,0,0,0,22,11,11,22,98,0.1361111111111111,93,2,0,0,98,28500,31.60311999999998,0,0.0,0.5140537973551065,0.7389439269437723,1.1818181818181819,2,11,11,11,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-p07-b-r04-s0,step15,primary,pair-07-timing_spike,b,late_event,narrow-spike-v1,4,False,1,180,174,4.022988505747127,11.866111313364181,0.0,35.0,0.3333333333333333,0.0,30,30,19,4,1,3,6,14,0.07777777777777778,5,10,10,0,10,5550,3780.813260000001,0,0.0,0.3513828323967779,0.6701110400411424,1.0,1,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-p06-a-r04-s0,step15,primary,pair-06-timing_periodic,a,early_event,periodic-triangle-v1,4,False,3,720,714,6.5294117815126045,7.361835586127132,0.0,7.653333353333332,0.4583333333333333,0.0,165,165,0,22,11,11,22,104,0.14444444444444443,99,2,0,0,104,28500,31.585069999999988,0,0.0,0.5041977361729043,0.7370139610532371,0.6363636363636364,2,11,11,11,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9972222222222222,1.0
final-oracle-periodic-r04-s0,step15,reference,reference-oracle,reference,oracle,periodic-triangle-v1,4,False,1,720,714,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,22,11,11,22,96,0.13333333333333333,92,2,0,0,96,28500,28.54924999999996,0,0.0,0.5045304595055479,0.7304712287570339,1.1818181818181819,3,11,11,11,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9888888888888889,1.0
final-p07-a-r04-s0,step15,primary,pair-07-timing_spike,a,early_event,narrow-spike-v1,4,False,1,180,174,4.022988505747127,11.866111313364181,0.0,0.0,0.3333333333333333,0.0,30,30,0,4,1,3,6,4,0.022222222222222223,4,1,0,0,4,5550,23.840340000000005,0,0.0,0.3528308900776761,0.6760033765007838,1.0,1,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9833333333333333,1.0
final-p06-b-r04-s0,step15,primary,pair-06-timing_periodic,b,late_event,periodic-triangle-v1,4,False,1,720,714,6.5294117815126045,7.361835586127132,0.0,7.667916686666666,0.4583333333333333,0.0,165,165,113,22,11,11,22,98,0.1361111111111111,95,2,0,0,98,28500,32.956079999999986,0,0.0,0.5051518950217622,0.7414647285389878,1.2727272727272727,2,11,11,11,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9805555555555555,1.0
final-p04-b-r04-s0,step15,primary,pair-04-location,b,transition_period_error,gradual-ramp-v1,4,False,1,480,474,1.0126582278481013,2.8462722678592804,1.0126582278481013,1.6,0.1375,0.1375,0,66,0,6,3,3,6,62,0.12916666666666668,59,2,0,0,62,19350,30.32373999999988,0,0.0,0.5185182290060734,0.8275482182918994,0.6666666666666666,1,3,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9875,1.0
final-p04-a-r04-s0,step15,primary,pair-04-location,a,stable_period_error,gradual-ramp-v1,4,False,1,480,474,1.0126582278481013,2.8462722678592804,1.0126582278481013,0.0,0.11458333333333333,0.11458333333333333,0,55,0,5,3,2,5,59,0.12291666666666666,57,2,0,0,59,19350,30.445349999999863,0,0.0,0.5169590603920302,0.8322524890438289,2.0,2,3,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-p05-b-r04-s0,step15,primary,pair-05-shape,b,smoothed,periodic-triangle-v1,4,False,1,720,714,0.29956431372549036,0.726681042587531,-1.3932210505100003e-16,0.33865745666666686,0.0,0.0,0,0,0,22,11,11,22,99,0.1375,95,2,0,0,99,28500,26.189229999999963,0,0.0,0.4946842719728756,0.730532862771344,1.0,1,11,11,11,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-oracle-spike-r04-s0,step15,reference,reference-oracle,reference,oracle,narrow-spike-v1,4,False,1,180,174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,1,3,6,5,0.027777777777777776,5,1,0,0,5,5550,26.05041000000002,0,0.0,0.35200846311198375,0.6462439826497126,1.0,1,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9833333333333333,1.0
final-p03-b-r04-s0,step15,primary,pair-03-event_presence,b,missed_peak,narrow-spike-v1,4,False,1,180,174,6.0344827586206895,14.532958974404494,-6.0344827586206895,17.5,1.0,-1.0,180,0,101,0,0,0,0,58,0.32222222222222224,10,33,29,44,20,5550,4417.769690000006,753,0.13567567567567568,0.3032312854879116,0.44623574857142695,,,0,0,0,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-p06-b-r05-s0,step15,primary,pair-06-timing_periodic,b,late_event,periodic-triangle-v1,5,False,1,720,714,6.5294117815126045,7.361835586127132,0.0,7.667916686666666,0.4583333333333333,0.0,165,165,111,22,11,11,22,99,0.1375,95,2,0,0,99,28500,34.219299999999954,0,0.0,0.5044550136582644,0.7483899317510264,1.0909090909090908,2,11,11,11,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-p07-a-r05-s0,step15,primary,pair-07-timing_spike,a,early_event,narrow-spike-v1,5,False,1,180,174,4.022988505747127,11.866111313364181,0.0,0.0,0.3333333333333333,0.0,30,30,0,4,1,3,6,4,0.022222222222222223,4,1,0,0,4,5550,24.728220000000004,0,0.0,0.3519274404607357,0.6595275434528822,2.0,2,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-p04-b-r05-s0,step15,primary,pair-04-location,b,transition_period_error,gradual-ramp-v1,5,False,1,480,474,1.0126582278481013,2.8462722678592804,1.0126582278481013,1.6,0.1375,0.1375,0,66,0,6,3,3,6,62,0.12916666666666668,60,2,0,0,62,19350,29.425479999999922,0,0.0,0.5129974308581314,0.8290379507971017,1.0,1,3,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9916666666666667,1.0
final-p06-a-r05-s0,step15,primary,pair-06-timing_periodic,a,early_event,periodic-triangle-v1,5,False,1,720,714,6.5294117815126045,7.361835586127132,0.0,7.653333353333332,0.4583333333333333,0.0,165,165,0,22,11,11,22,105,0.14583333333333334,101,2,1,0,104,28500,27.62917999999997,0,0.0,0.5010470137282161,0.7388099205744906,1.0,2,11,11,11,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9541666666666667,1.0
final-oracle-periodic-r05-s0,step15,reference,reference-oracle,reference,oracle,periodic-triangle-v1,5,False,1,720,714,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,22,11,11,22,96,0.13333333333333333,94,2,0,0,96,28500,26.03825999999996,0,0.0,0.506990936350463,0.738866718310504,1.2727272727272727,2,11,11,11,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-p07-b-r05-s0,step15,primary,pair-07-timing_spike,b,late_event,narrow-spike-v1,5,False,1,180,174,4.022988505747127,11.866111313364181,0.0,35.0,0.3333333333333333,0.0,30,30,16,4,1,3,6,19,0.10555555555555556,13,7,7,4,16,5550,2125.692780000002,132,0.023783783783783784,0.3223324435717369,0.6213712344285903,1.0,1,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9888888888888889,1.0
final-oracle-ramp-r05-s0,step15,reference,reference-oracle,reference,oracle,gradual-ramp-v1,5,False,1,480,474,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,3,3,6,52,0.10833333333333334,52,1,0,0,52,19350,31.697599999999902,0,0.0,0.5119470495850009,0.829263220366743,1.3333333333333333,2,3,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.99375,1.0
final-p03-b-r05-s0,step15,primary,pair-03-event_presence,b,missed_peak,narrow-spike-v1,5,False,1,180,174,6.0344827586206895,14.532958974404494,-6.0344827586206895,17.5,1.0,-1.0,180,0,100,0,0,0,0,58,0.32222222222222224,11,34,34,36,23,5550,5863.617710000001,707,0.1273873873873874,0.2987041448392909,0.45634137186006435,,,0,0,0,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9777777777777777,1.0
final-p02-a-r05-s0,step15,primary,pair-02-duration,a,extended_peak,sustained-peak-v1,5,False,1,360,354,2.9661016949152543,10.188893920442684,2.9661016949152543,17.5,0.25,0.25,0,90,0,4,1,3,6,13,0.03611111111111111,13,1,0,0,13,15300,34.06513,0,0.0,0.5385468942433792,0.8386911456927977,2.0,2,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9972222222222222,1.0
final-p01-b-r05-s0,step15,primary,pair-01-direction_bias,b,persistent_positive_bias,sustained-peak-v1,5,False,1,360,354,5.0,5.0,5.0,5.0,0.0,0.0,0,0,0,4,1,3,6,10,0.027777777777777776,10,1,0,0,10,15300,35.17995000000002,0,0.0,0.5424139802037893,0.8354482190199226,1.0,1,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9722222222222222,1.0
final-p05-b-r05-s0,step15,primary,pair-05-shape,b,smoothed,periodic-triangle-v1,5,False,2,720,714,0.29956431372549036,0.726681042587531,-1.3932210505100003e-16,0.33865745666666686,0.0,0.0,0,0,0,22,11,11,22,95,0.13194444444444445,94,2,0,0,95,28500,26.68350999999992,0,0.0,0.5003001294764872,0.7367010037579763,1.1818181818181819,2,11,11,11,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9805555555555555,1.0
final-oracle-sustain-r05-s0,step15,reference,reference-oracle,reference,oracle,sustained-peak-v1,5,False,2,360,354,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,1,3,6,6,0.016666666666666666,6,1,0,0,6,15300,31.73536000000001,0,0.0,0.5348543132007645,0.8345647829519725,1.0,1,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-oracle-spike-r05-s0,step15,reference,reference-oracle,reference,oracle,narrow-spike-v1,5,False,1,180,174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,1,3,6,4,0.022222222222222223,4,1,0,0,4,5550,28.218070000000036,0,0.0,0.34369918929641285,0.6600854144635633,2.0,2,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-p01-a-r05-s0,step15,primary,pair-01-direction_bias,a,persistent_negative_bias,sustained-peak-v1,5,False,1,360,354,5.0,5.0,-5.0,5.0,0.5861111111111111,-0.5861111111111111,211,0,180,3,1,2,4,32,0.08888888888888889,31,2,0,0,32,15300,50.794039999999995,0,0.0,0.5385051676693536,0.8311007615413908,1.0,1,1,2,2,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9944444444444445,1.0
final-p05-a-r05-s0,step15,primary,pair-05-shape,a,sharpened,periodic-triangle-v1,5,False,1,720,714,0.29956431372549036,0.7266810425875311,1.3932210505100003e-16,0.33865745666666686,0.0,0.0,0,0,0,22,11,11,22,100,0.1388888888888889,94,2,0,0,100,28500,27.337089999999986,0,0.0,0.511677729524362,0.7375158845426641,1.4545454545454546,3,11,11,11,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9916666666666667,1.0
final-p03-a-r05-s0,step15,primary,pair-03-event_presence,a,false_peak,narrow-spike-v1,5,False,1,180,174,6.0344827586206895,14.532958974404494,6.0344827586206895,0.0,0.6666666666666666,0.6666666666666666,0,120,0,4,1,3,6,11,0.06111111111111111,11,1,0,0,11,5550,25.35432000000003,0,0.0,0.35885074871859673,0.6896561091113171,2.0,2,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-p04-a-r05-s0,step15,primary,pair-04-location,a,stable_period_error,gradual-ramp-v1,5,False,1,480,474,1.0126582278481013,2.8462722678592804,1.0126582278481013,0.0,0.11458333333333333,0.11458333333333333,0,55,0,5,3,2,5,58,0.12083333333333333,56,2,0,0,58,19350,28.774949999999926,0,0.0,0.5143908958219018,0.8275142820159693,1.0,1,3,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-p02-b-r05-s0,step15,primary,pair-02-duration,b,shortened_peak,sustained-peak-v1,5,False,1,360,354,2.9661016949152543,10.188893920442684,-2.9661016949152543,0.0,0.25,-0.25,90,0,19,4,1,3,6,24,0.06666666666666667,13,11,11,4,16,15300,2048.546150000004,37,0.002418300653594771,0.5230083463809423,0.8309948607439777,1.0,1,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9833333333333333,1.0
final-p02-b-r06-s0,step15,primary,pair-02-duration,b,shortened_peak,sustained-peak-v1,6,False,2,360,354,2.9661016949152543,10.188893920442684,-2.9661016949152543,0.0,0.25,-0.25,90,0,21,4,1,3,6,29,0.08055555555555556,21,7,7,6,23,15300,1130.7508400000015,100,0.006535947712418301,0.5193485486467906,0.8373913079610109,3.0,3,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-p07-b-r06-s0,step15,primary,pair-07-timing_spike,b,late_event,narrow-spike-v1,6,False,1,180,174,4.022988505747127,11.866111313364181,0.0,35.0,0.3333333333333333,0.0,30,30,18,4,1,3,6,20,0.1111111111111111,12,8,8,4,15,5550,2820.2766500000034,66,0.011891891891891892,0.3495297834479943,0.6525469014285883,3.0,3,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-p07-a-r06-s0,step15,primary,pair-07-timing_spike,a,early_event,narrow-spike-v1,6,False,1,180,174,4.022988505747127,11.866111313364181,0.0,0.0,0.3333333333333333,0.0,30,30,0,4,1,3,6,12,0.06666666666666667,11,2,0,0,12,5550,33.727800000000045,0,0.0,0.34446944033961435,0.6509867086163516,3.0,3,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9944444444444445,1.0
final-p04-a-r06-s0,step15,primary,pair-04-location,a,stable_period_error,gradual-ramp-v1,6,False,2,480,474,1.0126582278481013,2.8462722678592804,1.0126582278481013,0.0,0.11458333333333333,0.11458333333333333,0,55,0,5,3,2,5,58,0.12083333333333333,57,2,0,0,58,19350,34.225019999999994,0,0.0,0.5181842022334151,0.828486106476247,2.0,2,3,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9958333333333333,1.0
final-p05-b-r06-s0,step15,primary,pair-05-shape,b,smoothed,periodic-triangle-v1,6,False,1,720,714,0.29956431372549036,0.726681042587531,-1.3932210505100003e-16,0.33865745666666686,0.0,0.0,0,0,0,22,11,11,22,100,0.1388888888888889,97,2,0,0,100,28500,33.04424999999996,0,0.0,0.5050312743109157,0.7398127022527846,1.0909090909090908,3,11,11,11,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9916666666666667,1.0
final-p06-a-r06-s0,step15,primary,pair-06-timing_periodic,a,early_event,periodic-triangle-v1,6,False,1,720,714,6.5294117815126045,7.361835586127132,0.0,7.653333353333332,0.4583333333333333,0.0,165,165,0,22,11,11,22,105,0.14583333333333334,101,2,0,0,105,28500,33.504149999999974,0,0.0,0.5048793286298503,0.7630058331618881,1.2727272727272727,2,11,11,11,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-p03-b-r06-s0,step15,primary,pair-03-event_presence,b,missed_peak,narrow-spike-v1,6,False,2,180,174,6.0344827586206895,14.532958974404494,-6.0344827586206895,17.5,1.0,-1.0,180,0,99,0,0,0,0,59,0.3277777777777778,15,34,33,31,31,5550,3386.483,700,0.12612612612612611,0.3111849010532326,0.461708328189428,,,0,0,0,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9777777777777777,1.0
final-p06-b-r06-s0,step15,primary,pair-06-timing_periodic,b,late_event,periodic-triangle-v1,6,False,1,720,714,6.5294117815126045,7.361835586127132,0.0,7.667916686666666,0.4583333333333333,0.0,165,165,111,22,11,11,22,110,0.1527777777777778,105,2,0,0,110,28500,35.08431999999995,0,0.0,0.5128703893806378,0.7428550490787009,1.0909090909090908,2,11,11,11,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9888888888888889,1.0
final-p03-a-r06-s0,step15,primary,pair-03-event_presence,a,false_peak,narrow-spike-v1,6,False,1,180,174,6.0344827586206895,14.532958974404494,6.0344827586206895,0.0,0.6666666666666666,0.6666666666666666,0,120,0,4,1,3,6,12,0.06666666666666667,12,1,0,0,12,5550,33.73191000000001,0,0.0,0.36077804701910765,0.6634628896773969,2.0,2,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9944444444444445,1.0
final-p02-a-r06-s0,step15,primary,pair-02-duration,a,extended_peak,sustained-peak-v1,6,False,1,360,354,2.9661016949152543,10.188893920442684,2.9661016949152543,17.5,0.25,0.25,0,90,0,4,1,3,6,24,0.06666666666666667,24,1,0,0,24,15300,36.88011,0,0.0,0.5399633545307667,0.8370681790449861,1.0,1,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9777777777777777,1.0
final-p01-b-r06-s0,step15,primary,pair-01-direction_bias,b,persistent_positive_bias,sustained-peak-v1,6,False,1,360,354,5.0,5.0,5.0,5.0,0.0,0.0,0,0,0,4,1,3,6,19,0.05277777777777778,19,1,0,0,19,15300,38.698670000000014,0,0.0,0.5390066989181201,0.837634795826278,1.0,1,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9944444444444445,1.0
final-p05-a-r06-s0,step15,primary,pair-05-shape,a,sharpened,periodic-triangle-v1,6,False,3,720,714,0.29956431372549036,0.7266810425875311,1.3932210505100003e-16,0.33865745666666686,0.0,0.0,0,0,0,22,11,11,22,103,0.14305555555555555,100,2,0,0,103,28500,31.05730999999995,0,0.0,0.5150297825000238,0.7359316194844879,1.3636363636363635,2,11,11,11,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-p04-b-r06-s0,step15,primary,pair-04-location,b,transition_period_error,gradual-ramp-v1,6,False,1,480,474,1.0126582278481013,2.8462722678592804,1.0126582278481013,1.6,0.1375,0.1375,0,66,0,6,3,3,6,59,0.12291666666666666,57,2,0,0,59,19350,31.502039999999994,0,0.0,0.528782907990358,0.8330457200738339,1.3333333333333333,2,3,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.98125,1.0
final-p01-a-r06-s0,step15,primary,pair-01-direction_bias,a,persistent_negative_bias,sustained-peak-v1,6,False,1,360,354,5.0,5.0,-5.0,5.0,0.5861111111111111,-0.5861111111111111,211,0,180,3,1,2,4,29,0.08055555555555556,27,2,0,0,29,15300,46.402620000000056,0,0.0,0.5435399974752689,0.8309157740590083,2.0,2,1,2,2,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-p07-b-r07-s0,step15,primary,pair-07-timing_spike,b,late_event,narrow-spike-v1,7,False,1,180,174,4.022988505747127,11.866111313364181,0.0,35.0,0.3333333333333333,0.0,30,30,16,4,1,3,6,17,0.09444444444444444,9,8,8,4,11,5550,2493.102730000002,79,0.014234234234234235,0.34140630235783487,0.6487634585676224,1.0,1,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9944444444444445,1.0
final-p03-a-r07-s0,step15,primary,pair-03-event_presence,a,false_peak,narrow-spike-v1,7,False,1,180,174,6.0344827586206895,14.532958974404494,6.0344827586206895,0.0,0.6666666666666666,0.6666666666666666,0,120,0,4,1,3,6,10,0.05555555555555555,10,1,0,0,10,5550,29.385770000000008,0,0.0,0.35864876801298146,0.6840691196332072,3.0,3,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9777777777777777,1.0
final-p03-b-r07-s0,step15,primary,pair-03-event_presence,b,missed_peak,narrow-spike-v1,7,False,1,180,174,6.0344827586206895,14.532958974404494,-6.0344827586206895,17.5,1.0,-1.0,180,0,98,0,0,0,0,76,0.4222222222222222,14,45,37,51,27,5550,5793.432070000001,723,0.13027027027027027,0.30927278373017775,0.47405397887987927,,,0,0,0,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9888888888888889,1.0
final-p05-a-r07-s0,step15,primary,pair-05-shape,a,sharpened,periodic-triangle-v1,7,False,1,720,714,0.29956431372549036,0.7266810425875311,1.3932210505100003e-16,0.33865745666666686,0.0,0.0,0,0,0,22,11,11,22,108,0.15,104,2,0,0,108,28500,30.219059999999992,0,0.0,0.5107865180690973,0.7411465151463905,1.0,1,11,11,11,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9888888888888889,1.0
final-p02-b-r07-s0,step15,primary,pair-02-duration,b,shortened_peak,sustained-peak-v1,7,False,1,360,354,2.9661016949152543,10.188893920442684,-2.9661016949152543,0.0,0.25,-0.25,90,0,20,4,1,3,6,27,0.075,14,11,10,6,20,15300,2473.235050000001,67,0.004379084967320261,0.5336663046995204,0.8365815082614478,2.0,2,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9972222222222222,1.0
final-p04-b-r07-s0,step15,primary,pair-04-location,b,transition_period_error,gradual-ramp-v1,7,False,1,480,474,1.0126582278481013,2.8462722678592804,1.0126582278481013,1.6,0.1375,0.1375,0,66,0,6,3,3,6,58,0.12083333333333333,56,2,0,0,58,19350,31.54368999999997,0,0.0,0.5257935389019999,0.8414423658895263,1.3333333333333333,2,3,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.99375,1.0
final-p07-a-r07-s0,step15,primary,pair-07-timing_spike,a,early_event,narrow-spike-v1,7,False,1,180,174,4.022988505747127,11.866111313364181,0.0,0.0,0.3333333333333333,0.0,30,30,0,4,1,3,6,14,0.07777777777777778,14,1,0,0,14,5550,30.37046000000001,0,0.0,0.34493134807716647,0.6186549460963757,2.0,2,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-p06-b-r07-s0,step15,primary,pair-06-timing_periodic,b,late_event,periodic-triangle-v1,7,False,1,720,714,6.5294117815126045,7.361835586127132,0.0,7.667916686666666,0.4583333333333333,0.0,165,165,106,22,11,11,22,112,0.15555555555555556,108,2,0,0,112,28500,32.02130999999995,0,0.0,0.5109989036720184,0.7538871962190675,0.6363636363636364,2,11,11,11,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9847222222222223,1.0
final-p05-b-r07-s0,step15,primary,pair-05-shape,b,smoothed,periodic-triangle-v1,7,False,1,720,714,0.29956431372549036,0.726681042587531,-1.3932210505100003e-16,0.33865745666666686,0.0,0.0,0,0,0,22,11,11,22,107,0.1486111111111111,105,2,0,0,107,28500,30.128089999999986,0,0.0,0.5134122029105787,0.7373882739455253,1.2727272727272727,2,11,11,11,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9930555555555556,1.0
final-p01-b-r07-s0,step15,primary,pair-01-direction_bias,b,persistent_positive_bias,sustained-peak-v1,7,False,2,360,354,5.0,5.0,5.0,5.0,0.0,0.0,0,0,0,4,1,3,6,13,0.03611111111111111,13,1,0,0,13,15300,34.93202,0,0.0,0.5428069944385234,0.8361127335579718,1.0,1,1,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
final-p04-a-r07-s0,step15,primary,pair-04-location,a,stable_period_error,gradual-ramp-v1,7,False,1,480,474,1.0126582278481013,2.8462722678592804,1.0126582278481013,0.0,0.11458333333333333,0.11458333333333333,0,55,0,5,3,2,5,60,0.125,56,2,0,0,60,19350,31.000209999999885,0,0.0,0.5211083968068799,0.8357002680824245,2.0,2,3,3,3,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.9979166666666667,1.0
final-p06-a-r07-s0,step15,primary,pair-06-timing_periodic,a,early_event,periodic-triangle-v1,7,False,1,720,714,6.5294117815126045,7.361835586127132,0.0,7.653333353333332,0.4583333333333333,0.0,165,165,0,22,11,11,22,106,0.14722222222222223,105,2,0,0,106,28500,29.80875999999988,0,0.0,0.5037074013082707,0.7126742368110246,0.2727272727272727,1,11,11,11,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,0.95,1.0
final-p01-a-r07-s0,step15,primary,pair-01-direction_bias,a,persistent_negative_bias,sustained-peak-v1,7,False,2,360,354,5.0,5.0,-5.0,5.0,0.5861111111111111,-0.5861111111111111,211,0,180,3,1,2,4,23,0.06388888888888888,23,1,0,0,23,15300,51.68748000000003,0,0.0,0.5428117156672772,0.8366241758793506,2.0,2,1,2,2,normalized_kubernetes_snapshot,raw_kubernetes_snapshots,1.0,1.0
