run_id,source_step,safety_enabled,phase,pair_id,condition,workload_id,repetition,attempt,event_index,event_window_start_second,event_window_end_second,actual_onset_second,predicted_onset_second,timing_error_seconds,onset_missing_reason,baseline_rps,onset_threshold_rps,actual_peak_rps,predicted_peak_rps,peak_amplitude_error_rps,mean_desired_replica_error,deficient_replica_seconds,excess_replica_seconds,ready_capacity_deficit_rps_seconds,event_p99_latency_ms,slo_violation_seconds,slo_episode_count,recovery_time_seconds,maximum_ready_deficit_replicas,pod_event_source
final-p04-a-r05-s0,step15,False,primary,pair-04-location,stable_period_error,gradual-ramp-v1,5,1,1,60,420,77,77,0,,25.0,28.5,60.0,60.0,0.0,0.0,0,0,0,30.18456,53,51,0,0,raw_kubernetes_snapshots
final-p02-b-r05-s0,step15,False,primary,pair-02-duration,shortened_peak,sustained-peak-v1,5,1,1,60,240,60,60,0,,25.0,28.5,60.0,60.0,0.0,-0.11602209944751381,21,0,175.0,3112.7670800000024,13,8,5,3,raw_kubernetes_snapshots
final-p02-b-r06-s0,step15,False,primary,pair-02-duration,shortened_peak,sustained-peak-v1,6,2,1,60,240,60,60,0,,25.0,28.5,60.0,60.0,0.0,-0.11602209944751381,21,0,230.0,1741.2260800000029,17,12,1,4,raw_kubernetes_snapshots
final-p07-b-r06-s0,step15,False,primary,pair-07-timing_spike,late_event,narrow-spike-v1,6,1,1,60,90,60,70,10,,25.0,28.5,60.0,60.0,0.0,-0.3870967741935484,12,0,190.0,3452.9073599999997,8,1,0,4,raw_kubernetes_snapshots
final-p07-a-r06-s0,step15,False,primary,pair-07-timing_spike,early_event,narrow-spike-v1,6,1,1,60,90,60,50,-10,,25.0,28.5,60.0,60.0,0.0,0.0,0,0,0,38.16292,2,1,0,0,raw_kubernetes_snapshots
final-p04-a-r06-s0,step15,False,primary,pair-04-location,stable_period_error,gradual-ramp-v1,6,2,1,60,420,77,77,0,,25.0,28.5,60.0,60.0,0.0,0.0,0,0,0,34.73846,52,51,0,0,raw_kubernetes_snapshots
final-p05-b-r06-s0,step15,False,primary,pair-05-shape,smoothed,periodic-triangle-v1,6,1,1,60,179,66,66,0,,25.0,28.5,60.0,56.944444,-3.055556000000003,0.0,0,0,0,33.41593000000008,18,18,7,0,raw_kubernetes_snapshots
final-p05-b-r06-s0,step15,False,primary,pair-05-shape,smoothed,periodic-triangle-v1,6,1,2,180,299,187,186,-1,,25.583333,29.024999700000002,60.0,56.944444,-3.055556000000003,0.0,0,0,0,32.09258000000001,19,18,7,0,raw_kubernetes_snapshots
final-p05-b-r06-s0,step15,False,primary,pair-05-shape,smoothed,periodic-triangle-v1,6,1,3,300,419,307,306,-1,,25.583333,29.024999700000002,60.0,56.944444,-3.055556000000003,0.0,0,0,0,32.92990000000002,17,17,5,0,raw_kubernetes_snapshots
final-p05-b-r06-s0,step15,False,primary,pair-05-shape,smoothed,periodic-triangle-v1,6,1,4,420,539,427,426,-1,,25.583333,29.024999700000002,60.0,56.944444,-3.055556000000003,0.0,0,0,0,33.46236000000003,17,17,6,0,raw_kubernetes_snapshots
final-p05-b-r06-s0,step15,False,primary,pair-05-shape,smoothed,periodic-triangle-v1,6,1,5,540,659,547,546,-1,,25.583333,29.024999700000002,60.0,56.944444,-3.055556000000003,0.0,0,0,0,34.65523,21,19,0,0,raw_kubernetes_snapshots
final-p06-a-r06-s0,step15,False,primary,pair-06-timing_periodic,early_event,periodic-triangle-v1,6,1,1,60,179,66,51,-15,,25.0,28.5,60.0,60.0,0.0,0.025,30,33,0,33.765830000000044,18,16,5,0,raw_kubernetes_snapshots
final-p06-a-r06-s0,step15,False,primary,pair-06-timing_periodic,early_event,periodic-triangle-v1,6,1,2,180,299,187,180,-7,,25.583333,29.024999700000002,60.0,60.0,0.0,0.0,30,30,0,34.35903000000005,17,17,6,0,raw_kubernetes_snapshots
final-p06-a-r06-s0,step15,False,primary,pair-06-timing_periodic,early_event,periodic-triangle-v1,6,1,3,300,419,307,300,-7,,25.583333,29.024999700000002,60.0,60.0,0.0,0.0,30,30,0,33.73541000000001,20,19,6,0,raw_kubernetes_snapshots
final-p06-a-r06-s0,step15,False,primary,pair-06-timing_periodic,early_event,periodic-triangle-v1,6,1,4,420,539,427,420,-7,,25.583333,29.024999700000002,60.0,60.0,0.0,0.0,30,30,0,32.883710000000015,19,18,5,0,raw_kubernetes_snapshots
final-p06-a-r06-s0,step15,False,primary,pair-06-timing_periodic,early_event,periodic-triangle-v1,6,1,5,540,659,547,540,-7,,25.583333,29.024999700000002,60.0,60.0,0.0,0.0,30,30,0,34.097050000000046,22,22,0,0,raw_kubernetes_snapshots
final-p03-b-r06-s0,step15,False,primary,pair-03-event_presence,missed_peak,narrow-spike-v1,6,2,1,60,90,60,,,forecast_does_not_cross_event_threshold,25.0,28.5,60.0,25.0,-35.0,-3.0,93,0,1170.0,3912.9555999999993,31,1,13,4,raw_kubernetes_snapshots
final-p06-b-r06-s0,step15,False,primary,pair-06-timing_periodic,late_event,periodic-triangle-v1,6,1,1,60,179,66,81,15,,25.0,28.5,60.0,60.0,0.0,-0.23333333333333334,45,17,85.083334,35.1411,20,20,13,1,raw_kubernetes_snapshots
final-p06-b-r06-s0,step15,False,primary,pair-06-timing_periodic,late_event,periodic-triangle-v1,6,1,2,180,299,187,180,-7,,25.583333,29.024999700000002,60.0,60.0,0.0,0.0,30,30,56.333333999999994,37.11600000000003,21,19,5,1,raw_kubernetes_snapshots
final-p06-b-r06-s0,step15,False,primary,pair-06-timing_periodic,late_event,periodic-triangle-v1,6,1,3,300,419,307,300,-7,,25.583333,29.024999700000002,60.0,60.0,0.0,0.0,30,30,60.166667,35.42333000000003,21,21,12,1,raw_kubernetes_snapshots
final-p06-b-r06-s0,step15,False,primary,pair-06-timing_periodic,late_event,periodic-triangle-v1,6,1,4,420,539,427,420,-7,,25.583333,29.024999700000002,60.0,60.0,0.0,0.0,30,30,56.333333999999994,33.97623000000003,19,18,5,1,raw_kubernetes_snapshots
final-p06-b-r06-s0,step15,False,primary,pair-06-timing_periodic,late_event,periodic-triangle-v1,6,1,5,540,659,547,540,-7,,25.583333,29.024999700000002,60.0,60.0,0.0,0.0,30,30,56.333333999999994,35.03590000000002,22,20,0,1,raw_kubernetes_snapshots
final-p03-a-r06-s0,step15,False,primary,pair-03-event_presence,false_peak,narrow-spike-v1,6,1,1,60,90,60,20,-40,,25.0,28.5,60.0,60.0,0.0,0.0,0,0,0,39.22844,3,3,0,0,raw_kubernetes_snapshots
final-p02-a-r06-s0,step15,False,primary,pair-02-duration,extended_peak,sustained-peak-v1,6,1,1,60,240,60,60,0,,25.0,28.5,60.0,60.0,0.0,0.0,0,0,0,38.61892000000003,8,8,0,0,raw_kubernetes_snapshots
final-p01-b-r06-s0,step15,False,primary,pair-01-direction_bias,persistent_positive_bias,sustained-peak-v1,6,1,1,60,240,60,6,-54,,25.0,28.5,60.0,65.0,5.0,0.0,0,0,0,40.981840000000005,7,7,0,0,raw_kubernetes_snapshots
final-p05-a-r06-s0,step15,False,primary,pair-05-shape,sharpened,periodic-triangle-v1,6,3,1,60,179,66,67,1,,25.0,28.5,60.0,63.055556,3.055556000000003,0.0,0,0,0,29.39236000000003,19,19,12,0,raw_kubernetes_snapshots
final-p05-a-r06-s0,step15,False,primary,pair-05-shape,sharpened,periodic-triangle-v1,6,3,2,180,299,187,188,1,,25.583333,29.024999700000002,60.0,63.055556,3.055556000000003,0.0,0,0,0,31.685260000000003,20,19,5,0,raw_kubernetes_snapshots
final-p05-a-r06-s0,step15,False,primary,pair-05-shape,sharpened,periodic-triangle-v1,6,3,3,300,419,307,308,1,,25.583333,29.024999700000002,60.0,63.055556,3.055556000000003,0.0,0,0,0,31.25037000000003,22,21,5,0,raw_kubernetes_snapshots
final-p05-a-r06-s0,step15,False,primary,pair-05-shape,sharpened,periodic-triangle-v1,6,3,4,420,539,427,428,1,,25.583333,29.024999700000002,60.0,63.055556,3.055556000000003,0.0,0,0,0,30.537590000000012,17,17,5,0,raw_kubernetes_snapshots
final-p05-a-r06-s0,step15,False,primary,pair-05-shape,sharpened,periodic-triangle-v1,6,3,5,540,659,547,548,1,,25.583333,29.024999700000002,60.0,63.055556,3.055556000000003,0.0,0,0,0,32.65776000000004,21,20,3,0,raw_kubernetes_snapshots
final-p04-b-r06-s0,step15,False,primary,pair-04-location,transition_period_error,gradual-ramp-v1,6,1,1,60,420,77,60,-17,,25.0,28.5,60.0,60.0,0.0,0.16620498614958448,0,60,0,32.94828000000001,54,52,0,0,raw_kubernetes_snapshots
final-p01-a-r06-s0,step15,False,primary,pair-01-direction_bias,persistent_negative_bias,sustained-peak-v1,6,1,1,60,240,60,60,0,,25.0,28.5,60.0,55.0,-5.0,-1.0,181,0,900.0,50.63700000000001,10,8,0,1,raw_kubernetes_snapshots
final-p07-b-r07-s0,step15,False,primary,pair-07-timing_spike,late_event,narrow-spike-v1,7,1,1,60,90,60,70,10,,25.0,28.5,60.0,60.0,0.0,-0.3870967741935484,12,0,180.0,3038.4082399999998,10,2,0,4,raw_kubernetes_snapshots
final-p03-a-r07-s0,step15,False,primary,pair-03-event_presence,false_peak,narrow-spike-v1,7,1,1,60,90,60,20,-40,,25.0,28.5,60.0,60.0,0.0,0.0,0,0,0,33.95596,1,1,0,0,raw_kubernetes_snapshots
final-p03-b-r07-s0,step15,False,primary,pair-03-event_presence,missed_peak,narrow-spike-v1,7,1,1,60,90,60,,,forecast_does_not_cross_event_threshold,25.0,28.5,60.0,25.0,-35.0,-3.0,93,0,1110.0,7330.82428,31,1,20,4,raw_kubernetes_snapshots
final-p05-a-r07-s0,step15,False,primary,pair-05-shape,sharpened,periodic-triangle-v1,7,1,1,60,179,66,67,1,,25.0,28.5,60.0,63.055556,3.055556000000003,0.0,0,0,0,28.266360000000006,19,19,5,0,raw_kubernetes_snapshots
final-p05-a-r07-s0,step15,False,primary,pair-05-shape,sharpened,periodic-triangle-v1,7,1,2,180,299,187,188,1,,25.583333,29.024999700000002,60.0,63.055556,3.055556000000003,0.0,0,0,0,30.979470000000035,21,20,12,0,raw_kubernetes_snapshots
final-p05-a-r07-s0,step15,False,primary,pair-05-shape,sharpened,periodic-triangle-v1,7,1,3,300,419,307,308,1,,25.583333,29.024999700000002,60.0,63.055556,3.055556000000003,0.0,0,0,0,31.173320000000004,20,17,4,0,raw_kubernetes_snapshots
final-p05-a-r07-s0,step15,False,primary,pair-05-shape,sharpened,periodic-triangle-v1,7,1,4,420,539,427,428,1,,25.583333,29.024999700000002,60.0,63.055556,3.055556000000003,0.0,0,0,0,31.259890000000016,20,20,5,0,raw_kubernetes_snapshots
final-p05-a-r07-s0,step15,False,primary,pair-05-shape,sharpened,periodic-triangle-v1,7,1,5,540,659,547,548,1,,25.583333,29.024999700000002,60.0,63.055556,3.055556000000003,0.0,0,0,0,30.910930000000022,20,20,0,0,raw_kubernetes_snapshots
final-p02-b-r07-s0,step15,False,primary,pair-02-duration,shortened_peak,sustained-peak-v1,7,1,1,60,240,60,60,0,,25.0,28.5,60.0,60.0,0.0,-0.11602209944751381,21,0,175.0,3535.872320000004,10,4,4,3,raw_kubernetes_snapshots
final-p04-b-r07-s0,step15,False,primary,pair-04-location,transition_period_error,gradual-ramp-v1,7,1,1,60,420,77,60,-17,,25.0,28.5,60.0,60.0,0.0,0.16620498614958448,0,60,0,32.706040000000016,55,53,0,0,raw_kubernetes_snapshots
final-p07-a-r07-s0,step15,False,primary,pair-07-timing_spike,early_event,narrow-spike-v1,7,1,1,60,90,60,50,-10,,25.0,28.5,60.0,60.0,0.0,0.0,0,0,0,37.819039999999994,2,2,0,0,raw_kubernetes_snapshots
final-p06-b-r07-s0,step15,False,primary,pair-06-timing_periodic,late_event,periodic-triangle-v1,7,1,1,60,179,66,81,15,,25.0,28.5,60.0,60.0,0.0,-0.23333333333333334,45,17,89.58333300000001,32.85846000000001,19,18,1,1,raw_kubernetes_snapshots
final-p06-b-r07-s0,step15,False,primary,pair-06-timing_periodic,late_event,periodic-triangle-v1,7,1,2,180,299,187,180,-7,,25.583333,29.024999700000002,60.0,60.0,0.0,0.0,30,30,51.916667,33.92422000000003,19,19,12,1,raw_kubernetes_snapshots
final-p06-b-r07-s0,step15,False,primary,pair-06-timing_periodic,late_event,periodic-triangle-v1,7,1,3,300,419,307,300,-7,,25.583333,29.024999700000002,60.0,60.0,0.0,0.0,30,30,46.5,31.446670000000054,22,21,1,1,raw_kubernetes_snapshots
final-p06-b-r07-s0,step15,False,primary,pair-06-timing_periodic,late_event,periodic-triangle-v1,7,1,4,420,539,427,420,-7,,25.583333,29.024999700000002,60.0,60.0,0.0,0.0,30,30,51.916667,32.78638000000001,22,21,4,1,raw_kubernetes_snapshots
final-p06-b-r07-s0,step15,False,primary,pair-06-timing_periodic,late_event,periodic-triangle-v1,7,1,5,540,659,547,540,-7,,25.583333,29.024999700000002,60.0,60.0,0.0,0.0,30,30,51.916667,31.923680000000036,20,19,1,1,raw_kubernetes_snapshots
final-p05-b-r07-s0,step15,False,primary,pair-05-shape,smoothed,periodic-triangle-v1,7,1,1,60,179,66,66,0,,25.0,28.5,60.0,56.944444,-3.055556000000003,0.0,0,0,0,29.06323,22,21,5,0,raw_kubernetes_snapshots
final-p05-b-r07-s0,step15,False,primary,pair-05-shape,smoothed,periodic-triangle-v1,7,1,2,180,299,187,186,-1,,25.583333,29.024999700000002,60.0,56.944444,-3.055556000000003,0.0,0,0,0,29.85617000000005,19,19,3,0,raw_kubernetes_snapshots
final-p05-b-r07-s0,step15,False,primary,pair-05-shape,smoothed,periodic-triangle-v1,7,1,3,300,419,307,306,-1,,25.583333,29.024999700000002,60.0,56.944444,-3.055556000000003,0.0,0,0,0,30.074460000000013,18,17,5,0,raw_kubernetes_snapshots
final-p05-b-r07-s0,step15,False,primary,pair-05-shape,smoothed,periodic-triangle-v1,7,1,4,420,539,427,426,-1,,25.583333,29.024999700000002,60.0,56.944444,-3.055556000000003,0.0,0,0,0,31.405230000000007,19,19,5,0,raw_kubernetes_snapshots
final-p05-b-r07-s0,step15,False,primary,pair-05-shape,smoothed,periodic-triangle-v1,7,1,5,540,659,547,546,-1,,25.583333,29.024999700000002,60.0,56.944444,-3.055556000000003,0.0,0,0,0,31.48524000000003,20,20,0,0,raw_kubernetes_snapshots
final-p01-b-r07-s0,step15,False,primary,pair-01-direction_bias,persistent_positive_bias,sustained-peak-v1,7,2,1,60,240,60,6,-54,,25.0,28.5,60.0,65.0,5.0,0.0,0,0,0,36.47556000000002,6,6,0,0,raw_kubernetes_snapshots
final-p04-a-r07-s0,step15,False,primary,pair-04-location,stable_period_error,gradual-ramp-v1,7,1,1,60,420,77,77,0,,25.0,28.5,60.0,60.0,0.0,0.0,0,0,0,31.747800000000026,55,51,0,0,raw_kubernetes_snapshots
final-p06-a-r07-s0,step15,False,primary,pair-06-timing_periodic,early_event,periodic-triangle-v1,7,1,1,60,179,66,51,-15,,25.0,28.5,60.0,60.0,0.0,0.025,30,33,0,30.573050000000002,18,18,5,0,raw_kubernetes_snapshots
final-p06-a-r07-s0,step15,False,primary,pair-06-timing_periodic,early_event,periodic-triangle-v1,7,1,2,180,299,187,180,-7,,25.583333,29.024999700000002,60.0,60.0,0.0,0.0,30,30,0,29.70779000000004,19,19,8,0,raw_kubernetes_snapshots
final-p06-a-r07-s0,step15,False,primary,pair-06-timing_periodic,early_event,periodic-triangle-v1,7,1,3,300,419,307,300,-7,,25.583333,29.024999700000002,60.0,60.0,0.0,0.0,30,30,0,28.80798000000002,19,19,7,0,raw_kubernetes_snapshots
final-p06-a-r07-s0,step15,False,primary,pair-06-timing_periodic,early_event,periodic-triangle-v1,7,1,4,420,539,427,420,-7,,25.583333,29.024999700000002,60.0,60.0,0.0,0.0,30,30,0,30.778460000000006,20,19,13,0,raw_kubernetes_snapshots
final-p06-a-r07-s0,step15,False,primary,pair-06-timing_periodic,early_event,periodic-triangle-v1,7,1,5,540,659,547,540,-7,,25.583333,29.024999700000002,60.0,60.0,0.0,0.0,30,30,0,30.047270000000005,21,21,0,0,raw_kubernetes_snapshots
final-p01-a-r07-s0,step15,False,primary,pair-01-direction_bias,persistent_negative_bias,sustained-peak-v1,7,2,1,60,240,60,60,0,,25.0,28.5,60.0,55.0,-5.0,-1.0,181,0,900.0,53.53428000000001,14,14,0,1,raw_kubernetes_snapshots
final-p02-a-r07-s0,step15,False,primary,pair-02-duration,extended_peak,sustained-peak-v1,7,1,1,60,240,60,60,0,,25.0,28.5,60.0,60.0,0.0,0.0,0,0,0,36.080520000000035,3,3,0,0,raw_kubernetes_snapshots
final-p06-b-r08-s0,step15,False,primary,pair-06-timing_periodic,late_event,periodic-triangle-v1,8,1,1,60,179,66,81,15,,25.0,28.5,60.0,60.0,0.0,-0.23333333333333334,45,17,85.083334,34.74237000000001,22,21,4,1,raw_kubernetes_snapshots
final-p06-b-r08-s0,step15,False,primary,pair-06-timing_periodic,late_event,periodic-triangle-v1,8,1,2,180,299,187,180,-7,,25.583333,29.024999700000002,60.0,60.0,0.0,0.0,30,30,56.333333999999994,33.420410000000054,18,17,5,1,raw_kubernetes_snapshots
final-p06-b-r08-s0,step15,False,primary,pair-06-timing_periodic,late_event,periodic-triangle-v1,8,1,3,300,419,307,300,-7,,25.583333,29.024999700000002,60.0,60.0,0.0,0.0,30,30,56.333333999999994,34.08664000000006,19,18,5,1,raw_kubernetes_snapshots
final-p06-b-r08-s0,step15,False,primary,pair-06-timing_periodic,late_event,periodic-triangle-v1,8,1,4,420,539,427,420,-7,,25.583333,29.024999700000002,60.0,60.0,0.0,0.0,30,30,56.333333999999994,33.54395000000006,19,17,8,1,raw_kubernetes_snapshots
final-p06-b-r08-s0,step15,False,primary,pair-06-timing_periodic,late_event,periodic-triangle-v1,8,1,5,540,659,547,540,-7,,25.583333,29.024999700000002,60.0,60.0,0.0,0.0,30,30,56.333333999999994,35.411220000000085,20,19,0,1,raw_kubernetes_snapshots
final-p05-b-r08-s0,step15,False,primary,pair-05-shape,smoothed,periodic-triangle-v1,8,1,1,60,179,66,66,0,,25.0,28.5,60.0,56.944444,-3.055556000000003,0.0,0,0,0,29.782960000000024,18,17,6,0,raw_kubernetes_snapshots
final-p05-b-r08-s0,step15,False,primary,pair-05-shape,smoothed,periodic-triangle-v1,8,1,2,180,299,187,186,-1,,25.583333,29.024999700000002,60.0,56.944444,-3.055556000000003,0.0,0,0,0,30.237029999999997,20,18,8,0,raw_kubernetes_snapshots
final-p05-b-r08-s0,step15,False,primary,pair-05-shape,smoothed,periodic-triangle-v1,8,1,3,300,419,307,306,-1,,25.583333,29.024999700000002,60.0,56.944444,-3.055556000000003,0.0,0,0,0,29.56463000000001,20,19,5,0,raw_kubernetes_snapshots
final-p05-b-r08-s0,step15,False,primary,pair-05-shape,smoothed,periodic-triangle-v1,8,1,4,420,539,427,426,-1,,25.583333,29.024999700000002,60.0,56.944444,-3.055556000000003,0.0,0,0,0,31.452640000000017,20,20,13,0,raw_kubernetes_snapshots
final-p05-b-r08-s0,step15,False,primary,pair-05-shape,smoothed,periodic-triangle-v1,8,1,5,540,659,547,546,-1,,25.583333,29.024999700000002,60.0,56.944444,-3.055556000000003,0.0,0,0,0,30.669680000000017,23,21,1,0,raw_kubernetes_snapshots
final-p01-b-r08-s0,step15,False,primary,pair-01-direction_bias,persistent_positive_bias,sustained-peak-v1,8,2,1,60,240,60,6,-54,,25.0,28.5,60.0,65.0,5.0,0.0,0,0,0,37.17972,4,4,0,0,raw_kubernetes_snapshots
final-p03-a-r08-s0,step15,False,primary,pair-03-event_presence,false_peak,narrow-spike-v1,8,1,1,60,90,60,20,-40,,25.0,28.5,60.0,60.0,0.0,0.0,0,0,0,43.171279999999996,2,2,0,0,raw_kubernetes_snapshots
final-p02-b-r08-s0,step15,False,primary,pair-02-duration,shortened_peak,sustained-peak-v1,8,1,1,60,240,60,60,0,,25.0,28.5,60.0,60.0,0.0,-0.11602209944751381,21,0,200.0,2072.780640000004,8,3,3,3,raw_kubernetes_snapshots
final-p02-a-r08-s0,step15,False,primary,pair-02-duration,extended_peak,sustained-peak-v1,8,1,1,60,240,60,60,0,,25.0,28.5,60.0,60.0,0.0,0.0,0,0,0,36.03992,7,7,0,0,raw_kubernetes_snapshots
final-p07-b-r08-s0,step15,False,primary,pair-07-timing_spike,late_event,narrow-spike-v1,8,1,1,60,90,60,70,10,,25.0,28.5,60.0,60.0,0.0,-0.3870967741935484,12,0,150.0,3787.384719999996,12,3,0,3,raw_kubernetes_snapshots
final-p05-a-r08-s0,step15,False,primary,pair-05-shape,sharpened,periodic-triangle-v1,8,1,1,60,179,66,67,1,,25.0,28.5,60.0,63.055556,3.055556000000003,0.0,0,0,0,31.97697000000002,20,19,5,0,raw_kubernetes_snapshots
final-p05-a-r08-s0,step15,False,primary,pair-05-shape,sharpened,periodic-triangle-v1,8,1,2,180,299,187,188,1,,25.583333,29.024999700000002,60.0,63.055556,3.055556000000003,0.0,0,0,0,30.63327000000003,19,19,6,0,raw_kubernetes_snapshots
final-p05-a-r08-s0,step15,False,primary,pair-05-shape,sharpened,periodic-triangle-v1,8,1,3,300,419,307,308,1,,25.583333,29.024999700000002,60.0,63.055556,3.055556000000003,0.0,0,0,0,29.175940000000022,20,18,5,0,raw_kubernetes_snapshots
final-p05-a-r08-s0,step15,False,primary,pair-05-shape,sharpened,periodic-triangle-v1,8,1,4,420,539,427,428,1,,25.583333,29.024999700000002,60.0,63.055556,3.055556000000003,0.0,0,0,0,30.327270000000006,18,17,5,0,raw_kubernetes_snapshots
final-p05-a-r08-s0,step15,False,primary,pair-05-shape,sharpened,periodic-triangle-v1,8,1,5,540,659,547,548,1,,25.583333,29.024999700000002,60.0,63.055556,3.055556000000003,0.0,0,0,0,32.354720000000015,19,19,1,0,raw_kubernetes_snapshots
final-p04-a-r08-s0,step15,False,primary,pair-04-location,stable_period_error,gradual-ramp-v1,8,1,1,60,420,77,77,0,,25.0,28.5,60.0,60.0,0.0,0.0,0,0,0,31.836980000000004,68,64,0,0,raw_kubernetes_snapshots
final-p06-a-r08-s0,step15,False,primary,pair-06-timing_periodic,early_event,periodic-triangle-v1,8,1,1,60,179,66,51,-15,,25.0,28.5,60.0,60.0,0.0,0.025,30,33,0,30.709170000000004,17,17,5,0,raw_kubernetes_snapshots
final-p06-a-r08-s0,step15,False,primary,pair-06-timing_periodic,early_event,periodic-triangle-v1,8,1,2,180,299,187,180,-7,,25.583333,29.024999700000002,60.0,60.0,0.0,0.0,30,30,0,29.752580000000012,19,17,5,0,raw_kubernetes_snapshots
final-p06-a-r08-s0,step15,False,primary,pair-06-timing_periodic,early_event,periodic-triangle-v1,8,1,3,300,419,307,300,-7,,25.583333,29.024999700000002,60.0,60.0,0.0,0.0,30,30,0,29.83401,17,17,12,0,raw_kubernetes_snapshots
final-p06-a-r08-s0,step15,False,primary,pair-06-timing_periodic,early_event,periodic-triangle-v1,8,1,4,420,539,427,420,-7,,25.583333,29.024999700000002,60.0,60.0,0.0,0.0,30,30,0,30.63940000000001,19,19,8,0,raw_kubernetes_snapshots
final-p06-a-r08-s0,step15,False,primary,pair-06-timing_periodic,early_event,periodic-triangle-v1,8,1,5,540,659,547,540,-7,,25.583333,29.024999700000002,60.0,60.0,0.0,0.0,30,30,0,30.006640000000033,18,18,0,0,raw_kubernetes_snapshots
final-p01-a-r08-s0,step15,False,primary,pair-01-direction_bias,persistent_negative_bias,sustained-peak-v1,8,1,1,60,240,60,60,0,,25.0,28.5,60.0,55.0,-5.0,-1.0,181,0,900.0,49.86312000000001,7,7,2,1,raw_kubernetes_snapshots
final-p04-b-r08-s0,step15,False,primary,pair-04-location,transition_period_error,gradual-ramp-v1,8,1,1,60,420,77,60,-17,,25.0,28.5,60.0,60.0,0.0,0.16620498614958448,0,60,0,32.66878000000001,59,58,0,0,raw_kubernetes_snapshots
final-p07-a-r08-s0,step15,False,primary,pair-07-timing_spike,early_event,narrow-spike-v1,8,1,1,60,90,60,50,-10,,25.0,28.5,60.0,60.0,0.0,0.0,0,0,0,35.037800000000004,2,2,0,0,raw_kubernetes_snapshots
final-p03-b-r08-s0,step15,False,primary,pair-03-event_presence,missed_peak,narrow-spike-v1,8,1,1,60,90,60,,,forecast_does_not_cross_event_threshold,25.0,28.5,60.0,25.0,-35.0,-3.0,93,0,1170.0,3863.3364800000004,31,1,1,4,raw_kubernetes_snapshots
final-p01-a-r01-s1,step16,True,secondary_safety,pair-01-direction_bias,persistent_negative_bias,sustained-peak-v1,1,6,1,60,240,60,60,0,,25.0,28.5,60.0,55.0,-5.0,-0.0055248618784530384,1,0,10.0,36.30912000000001,18,17,0,1,unavailable_step16_remote_kubectl
final-p03-b-r01-s1,step16,True,secondary_safety,pair-03-event_presence,missed_peak,narrow-spike-v1,1,1,1,60,90,60,,,forecast_does_not_cross_event_threshold,25.0,28.5,60.0,25.0,-35.0,-0.0967741935483871,3,0,90.0,3654.06128,11,3,0,3,unavailable_step16_remote_kubectl
final-p01-a-r02-s1,step16,True,secondary_safety,pair-01-direction_bias,persistent_negative_bias,sustained-peak-v1,2,1,1,60,240,60,60,0,,25.0,28.5,60.0,55.0,-5.0,-0.0055248618784530384,1,0,10.0,35.58824000000003,7,7,0,1,unavailable_step16_remote_kubectl
final-p03-b-r02-s1,step16,True,secondary_safety,pair-03-event_presence,missed_peak,narrow-spike-v1,2,1,1,60,90,60,,,forecast_does_not_cross_event_threshold,25.0,28.5,60.0,25.0,-35.0,-0.0967741935483871,3,0,110.0,3644.099919999997,8,1,0,3,unavailable_step16_remote_kubectl
final-p01-a-r03-s1,step16,True,secondary_safety,pair-01-direction_bias,persistent_negative_bias,sustained-peak-v1,3,1,1,60,240,60,60,0,,25.0,28.5,60.0,55.0,-5.0,-0.0055248618784530384,1,0,10.0,38.976800000000004,10,9,1,1,unavailable_step16_remote_kubectl
final-p03-b-r03-s1,step16,True,secondary_safety,pair-03-event_presence,missed_peak,narrow-spike-v1,3,1,1,60,90,60,,,forecast_does_not_cross_event_threshold,25.0,28.5,60.0,25.0,-35.0,-0.0967741935483871,3,0,125.0,2843.95572,8,2,0,3,unavailable_step16_remote_kubectl
final-p01-a-r04-s1,step16,True,secondary_safety,pair-01-direction_bias,persistent_negative_bias,sustained-peak-v1,4,1,1,60,240,60,60,0,,25.0,28.5,60.0,55.0,-5.0,-0.0055248618784530384,1,0,10.0,34.98372000000002,2,2,0,1,unavailable_step16_remote_kubectl
final-p03-b-r04-s1,step16,True,secondary_safety,pair-03-event_presence,missed_peak,narrow-spike-v1,4,1,1,60,90,60,,,forecast_does_not_cross_event_threshold,25.0,28.5,60.0,25.0,-35.0,-0.0967741935483871,3,0,100.0,4522.67948,8,1,0,3,unavailable_step16_remote_kubectl
final-p01-a-r05-s1,step16,True,secondary_safety,pair-01-direction_bias,persistent_negative_bias,sustained-peak-v1,5,1,1,60,240,60,60,0,,25.0,28.5,60.0,55.0,-5.0,-0.0055248618784530384,1,0,10.0,32.81736000000001,5,5,0,1,unavailable_step16_remote_kubectl
final-p03-b-r05-s1,step16,True,secondary_safety,pair-03-event_presence,missed_peak,narrow-spike-v1,5,1,1,60,90,60,,,forecast_does_not_cross_event_threshold,25.0,28.5,60.0,25.0,-35.0,-0.0967741935483871,3,0,60.0,3004.80676,8,1,0,3,unavailable_step16_remote_kubectl
