candidate_id,group,side,semantic,trace_id,mae_rps,rmse_rps,signed_bias_rps,maximum_absolute_error_rps,region_mae_rps,changed_decisions,peak_timing_error_s,peak_amplitude_error_rps,duration_error_s,parameters_json,forecast_path,forecast_sha256
gradual-ramp-v1__location__stable__duration_s-60-magnitude_rps-8-start_s-420,location,stable,stable_period_error,gradual-ramp-v1,1,2.82842712475,1,8,8,60,0,0,0,"{""duration_s"":60,""magnitude_rps"":8,""start_s"":420}",candidates/location/stable/gradual-ramp-v1__location__stable__duration_s-60-magnitude_rps-8-start_s-420.forecast.csv,6896b73fa4c300b0c460fd6cb8c8740a7f14baaa639df1b7f9bd256ca72bd2bf
gradual-ramp-v1__location__transition__duration_s-60-magnitude_rps-8-start_s-60,location,transition,transition_period_error,gradual-ramp-v1,1,2.82842712475,1,8,8,60,0,0,12,"{""duration_s"":60,""magnitude_rps"":8,""start_s"":60}",candidates/location/transition/gradual-ramp-v1__location__transition__duration_s-60-magnitude_rps-8-start_s-60.forecast.csv,13f2537a27d927da4f509b37a2f4f68d12b3691657175f81a2f2d718de61bd2a
gradual-ramp-v1__location__stable__duration_s-60-magnitude_rps-10-start_s-420,location,stable,stable_period_error,gradual-ramp-v1,1.25,3.53553390593,1.25,10,10,60,0,0,0,"{""duration_s"":60,""magnitude_rps"":10,""start_s"":420}",candidates/location/stable/gradual-ramp-v1__location__stable__duration_s-60-magnitude_rps-10-start_s-420.forecast.csv,57fa54ff87d955119d69b2e810c726016cfbf99b8073c629e52a551d020e9577
gradual-ramp-v1__location__transition__duration_s-60-magnitude_rps-10-start_s-60,location,transition,transition_period_error,gradual-ramp-v1,1.25,3.53553390593,1.25,10,10,60,0,0,22,"{""duration_s"":60,""magnitude_rps"":10,""start_s"":60}",candidates/location/transition/gradual-ramp-v1__location__transition__duration_s-60-magnitude_rps-10-start_s-60.forecast.csv,684776fea7fddbaf77f616e8db1136634ba749b53f781d31fad6668233c26a51
periodic-triangle-v1__shape__smoothed__radius_s-2,shape,smoothed,smoothed,periodic-triangle-v1,0.0162037222222,0.0888932752391,-1.97372982156e-17,0.7,0.0193156953642,33,0,-0.7,0,"{""radius_s"":2}",candidates/shape/smoothed/periodic-triangle-v1__shape__smoothed__radius_s-2.forecast.csv,71f139f87934b28670e82a79f818c2c38d286eb00f2a0752c165810c19eeca37
periodic-triangle-v1__shape__sharpened__radius_s-2,shape,sharpened,sharpened,periodic-triangle-v1,0.0162037222222,0.0888932752391,1.18423789293e-16,0.7,0.0193156953642,33,0,0.7,0,"{""radius_s"":2}",candidates/shape/sharpened/periodic-triangle-v1__shape__sharpened__radius_s-2.forecast.csv,4a2de9dc042d8155b850f8007b547fd95739a833d6e9c8d0817d6762de0c19c3
periodic-triangle-v1__shape__smoothed__radius_s-3,shape,smoothed,smoothed,periodic-triangle-v1,0.0324073888889,0.143264390181,-9.86864910778e-17,1,0.0385038283828,55,0,-1,0,"{""radius_s"":3}",candidates/shape/smoothed/periodic-triangle-v1__shape__smoothed__radius_s-3.forecast.csv,622750d01217b2d072db3af77439e0272421979883d34a4e7cd51eb4135692cb
periodic-triangle-v1__shape__sharpened__radius_s-3,shape,sharpened,sharpened,periodic-triangle-v1,0.0324073888889,0.143264390181,0,1,0.0385038283828,55,0,1,0,"{""radius_s"":3}",candidates/shape/sharpened/periodic-triangle-v1__shape__sharpened__radius_s-3.forecast.csv,2f09e78b66b994b732d0740b09743afa4539ced36634d313973186be91e4f845
periodic-triangle-v1__shape__smoothed__radius_s-4,shape,smoothed,smoothed,periodic-triangle-v1,0.0540123583333,0.206324339196,-2.77777781024e-09,1.296296,0.0639620032895,77,0,-1.296296,0,"{""radius_s"":4}",candidates/shape/smoothed/periodic-triangle-v1__shape__smoothed__radius_s-4.forecast.csv,29e34c854b5353e51cd6553ffea4a7d92dbdaf97ceae9036bf543d45f0769d08
periodic-triangle-v1__shape__sharpened__radius_s-4,shape,sharpened,sharpened,periodic-triangle-v1,0.0540123583333,0.206324339196,2.77777781024e-09,1.296296,0.0639620032895,77,0,1.296296,0,"{""radius_s"":4}",candidates/shape/sharpened/periodic-triangle-v1__shape__sharpened__radius_s-4.forecast.csv,5330a0d3b9f085e89044ad969185afa133a4297fedd4db412b4384e42796b164
periodic-triangle-v1__shape__smoothed__radius_s-5,shape,smoothed,smoothed,periodic-triangle-v1,0.0810185152778,0.277009632233,1.38888886564e-09,1.590909,0.0956284114754,99,0,-1.590909,0,"{""radius_s"":5}",candidates/shape/smoothed/periodic-triangle-v1__shape__smoothed__radius_s-5.forecast.csv,4e9dc65c76ce7b41062ed0a5ee32f3bddb87fa6e31c03989bf41eacc7a0bc4ff
periodic-triangle-v1__shape__sharpened__radius_s-5,shape,sharpened,sharpened,periodic-triangle-v1,0.0810185152778,0.277009632233,-1.38888886564e-09,1.590909,0.0956284114754,99,0,1.590909,0,"{""radius_s"":5}",candidates/shape/sharpened/periodic-triangle-v1__shape__sharpened__radius_s-5.forecast.csv,482d2c07c979ec753fdeb4bb143ec622bfc2d13b8d2548940f1dcf6254a3df94
periodic-triangle-v1__shape__smoothed__radius_s-6,shape,smoothed,smoothed,periodic-triangle-v1,0.113425931944,0.354561345112,1.38888877683e-09,1.884615,0.133442272876,121,0,-1.884615,0,"{""radius_s"":6}",candidates/shape/smoothed/periodic-triangle-v1__shape__smoothed__radius_s-6.forecast.csv,e2ac31af00416384cf1bc6b383f45aa1ebb2f35842e602f465007dbf8a2574bc
periodic-triangle-v1__shape__sharpened__radius_s-6,shape,sharpened,sharpened,periodic-triangle-v1,0.113425931944,0.354561345112,-1.38888873735e-09,1.884615,0.133442272876,121,0,1.884615,0,"{""radius_s"":6}",candidates/shape/sharpened/periodic-triangle-v1__shape__sharpened__radius_s-6.forecast.csv,21e5a767f82b22e7fa62499cb84fc55ec539d05026a7ab547daff6f95460a518
periodic-triangle-v1__shape__smoothed__radius_s-8,shape,smoothed,smoothed,periodic-triangle-v1,0.194444444444,0.52810447405,-4.93432455389e-17,2.470588,0.227272727273,165,0,-2.470588,0,"{""radius_s"":8}",candidates/shape/smoothed/periodic-triangle-v1__shape__smoothed__radius_s-8.forecast.csv,88440a2ac6ec5b82d1c79490586bebbe3f8dc7975cd5a2274aafecbceef174f2
periodic-triangle-v1__shape__sharpened__radius_s-8,shape,sharpened,sharpened,periodic-triangle-v1,0.194444444444,0.52810447405,1.97372982156e-16,2.470588,0.227272727273,165,0,2.470588,0,"{""radius_s"":8}",candidates/shape/sharpened/periodic-triangle-v1__shape__sharpened__radius_s-8.forecast.csv,b7beb6d23e47444a81bdf9a05e04283e9aab78189209bce8b3b8b8e6b072dc24
periodic-triangle-v1__shape__smoothed__radius_s-9,shape,smoothed,smoothed,periodic-triangle-v1,0.243055583333,0.623284762274,8.881784197e-17,2.763158,0.283171553398,187,0,-2.763158,0,"{""radius_s"":9}",candidates/shape/smoothed/periodic-triangle-v1__shape__smoothed__radius_s-9.forecast.csv,4f730b3c7f7d76d772c9ef524378bf9cfc1b99289624087711231073eeea12f9
periodic-triangle-v1__shape__sharpened__radius_s-9,shape,sharpened,sharpened,periodic-triangle-v1,0.243055583333,0.623284762274,-1.7763568394e-16,2.763158,0.283171553398,187,0,2.763158,0,"{""radius_s"":9}",candidates/shape/sharpened/periodic-triangle-v1__shape__sharpened__radius_s-9.forecast.csv,8b0540289b9cc5989e3eba6aa8b7fe38312efe0964b53fc82647470a6192c2e3
periodic-triangle-v1__shape__smoothed__radius_s-10,shape,smoothed,smoothed,periodic-triangle-v1,0.297067944444,0.723646870494,-1.38161087509e-16,3.055556,0.344982129032,209,0,-3.055556,0,"{""radius_s"":10}",candidates/shape/smoothed/periodic-triangle-v1__shape__smoothed__radius_s-10.forecast.csv,a7d985eabc0eef4595d35a32ec644eb28be6ba97010666f695218653caa7d16a
periodic-triangle-v1__shape__sharpened__radius_s-10,shape,sharpened,sharpened,periodic-triangle-v1,0.297067944444,0.723646870494,1.38161087509e-16,3.055556,0.344982129032,209,0,3.055556,0,"{""radius_s"":10}",candidates/shape/sharpened/periodic-triangle-v1__shape__sharpened__radius_s-10.forecast.csv,858dd850ccfa96a23395944a6409c48fc81e9f9c2273a90c9c3853b6fb28847a
periodic-triangle-v1__shape__smoothed__radius_s-12,shape,smoothed,smoothed,periodic-triangle-v1,0.421296222222,0.938922994108,3.94745964311e-17,3.64,0.486111025641,253,0,-3.64,0,"{""radius_s"":12}",candidates/shape/smoothed/periodic-triangle-v1__shape__smoothed__radius_s-12.forecast.csv,c4629118db97bce6573982df21d0a6d8f8e8b35a56e21d4618074d41f4874d86
periodic-triangle-v1__shape__sharpened__radius_s-12,shape,sharpened,sharpened,periodic-triangle-v1,0.421296222222,0.938922994108,-8.881784197e-17,3.64,0.486111025641,253,0,3.64,0,"{""radius_s"":12}",candidates/shape/sharpened/periodic-triangle-v1__shape__sharpened__radius_s-12.forecast.csv,ff8db980514cb82cfc684548a09d5395186496383f643f5e4f3eb6431f007fd8
