second,offset_ms,target_rps,workload_phase,workload_event,offered_requests,dispatched_requests,completed_requests,successful_requests,failed_requests,timeouts,latency_p50_ms,latency_p95_ms,latency_p99_ms,dispatch_lateness_p99_ms,observed_serving_pods,forecast_rps,oracle_replicas,raw_replicas,bounded_replicas,stabilized_replicas,commanded_replicas,controller_action,scale_down_held,safety_net_enabled,safety_net_state,deployment_desired_replicas,deployment_current_replicas,deployment_ready_replicas,deployment_available_replicas,pod_ready_count,service_ready_endpoints,pod_restart_count,pod_cpu_cores,pod_memory_bytes,cpu_throttling_ratio,network_receive_bytes_s,network_transmit_bytes_s,application_requests_s,application_errors_s,controller_present,kubernetes_present,prometheus_present
128,128000,25.000000,recovery,,25.000000,25,25,25,0,0,15.0,32.0,32.0,12.339000000000002,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.20757342710372284,12529664.0,0.0,20270.72880693419,45309.168624397054,24.952656789573354,0.0,True,True,True
129,129000,25.000000,recovery,,25.000000,25,25,25,0,0,15.0,31.0,31.759999999999998,14.618999999999996,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.20522051271392316,12529664.0,0.0,20081.72118383781,44889.79821774593,25.064052578812518,0.0,True,True,True
130,130000,25.000000,recovery,,25.000000,25,25,25,0,0,16.0,31.0,31.759999999999998,14.339000000000002,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.19747960063069075,12529664.0,0.0,19892.71356074143,44470.427811094814,25.064052578812518,0.0,True,True,True
131,131000,25.000000,recovery,,25.000000,25,26,26,0,0,16.0,31.75,32.0,12.339000000000002,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.19540041433938982,12529664.0,0.0,19702.325843520157,44048.72703038712,24.952656789573354,0.0,True,True,True
132,132000,25.000000,recovery,,25.000000,25,24,24,0,0,15.0,32.0,32.0,14.378999999999994,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.19332122804808888,12529664.0,0.0,18136.41638250064,41482.26350307511,24.952656789573354,0.0,True,True,True
133,133000,25.000000,recovery,,25.000000,25,25,25,0,0,16.0,31.0,31.759999999999998,12.099,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.19124204175678794,12529664.0,0.0,17988.24321592914,41120.17543755483,25.175448368051686,0.0,True,True,True
134,134000,25.000000,recovery,,25.000000,25,25,25,0,0,15.0,31.0,31.759999999999998,12.099,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.189162855465487,12529664.0,0.0,15470.955409521854,36835.74212846007,25.066844919786096,0.0,True,True,True
135,135000,25.000000,recovery,,25.000000,25,25,25,0,0,16.0,31.799999999999997,32.0,14.339000000000002,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.16198923237596385,12529664.0,0.0,15312.710054277266,36466.30408742159,25.064052578812518,0.0,True,True,True
136,136000,25.000000,recovery,,25.000000,25,25,25,0,0,15.0,32.0,32.0,11.858999999999998,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.15991004608466292,12529664.0,0.0,15154.464699032678,36096.86604638311,25.113901544616066,0.0,True,True,True
137,137000,25.000000,recovery,,25.000000,25,26,26,0,0,16.0,31.0,31.0,14.378999999999994,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.15783085979336198,12529664.0,0.0,14996.219343788089,35727.428005344635,25.111111111111114,0.0,True,True,True
138,138000,25.000000,recovery,,25.000000,25,24,24,0,0,15.0,31.849999999999998,32.0,14.339000000000002,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.17423553121438887,12619776.0,0.0,14837.973988543501,35357.98996430615,25.0,0.0,True,True,True
139,139000,25.000000,recovery,,25.000000,25,25,25,0,0,15.0,31.0,31.759999999999998,12.339000000000002,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.17215634492308793,12619776.0,0.0,14679.728633298913,34988.551923267674,25.111111111111114,0.0,True,True,True
140,140000,25.000000,recovery,,25.000000,25,25,25,0,0,16.0,31.0,31.759999999999998,14.618999999999996,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.11216974123276466,12619776.0,0.0,14521.483278054324,34619.1138822292,25.0,0.0,True,True,True
141,141000,25.000000,recovery,,25.000000,25,26,26,0,0,15.0,31.0,31.0,14.339000000000002,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.11216974123276466,12619776.0,0.0,14363.237922809736,34249.67584119072,25.111111111111114,0.0,True,True,True
142,142000,25.000000,recovery,,25.000000,25,24,24,0,0,15.5,32.0,32.0,11.858999999999998,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.11216974123276466,12619776.0,0.0,15814.136902417624,36471.6159773477,24.997222530829912,0.0,True,True,True
143,143000,25.000000,recovery,,25.000000,25,25,25,0,0,16.0,32.0,42.63999999999997,14.858999999999998,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.11216974123276466,12619776.0,0.0,15655.891547173034,36102.177936309214,25.0,0.0,True,True,True
144,144000,25.000000,recovery,,25.000000,25,25,25,0,0,15.0,31.799999999999997,32.0,12.339000000000002,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.11216974123276466,12619776.0,0.0,14546.779150989982,34085.56566304913,25.002778086454047,0.0,True,True,True
145,145000,25.000000,recovery,,25.000000,25,26,26,0,0,16.0,31.0,31.0,12.099,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.11216974123276466,12619776.0,0.0,14394.65218235318,33748.60208612004,24.997222530829912,0.0,True,True,True
146,146000,25.000000,recovery,,25.000000,25,24,24,0,0,16.0,32.0,32.0,14.339000000000002,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.11216974123276466,12619776.0,0.0,14242.425094780565,33411.854981000615,25.0,0.0,True,True,True
147,147000,25.000000,recovery,,25.000000,25,26,26,0,0,15.0,31.0,31.75,11.858999999999998,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.11216974123276466,12619776.0,0.0,14115.327450654986,33093.44557785606,25.0,0.0,True,True,True
148,148000,25.000000,recovery,,25.000000,25,24,24,0,0,16.0,31.0,31.77,14.858999999999998,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.11216974123276466,12619776.0,0.0,13988.229806529407,32775.0361747115,25.0,0.0,True,True,True
149,149000,25.000000,recovery,,25.000000,25,25,25,0,0,16.0,31.0,31.0,12.099,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.11216974123276466,12619776.0,0.0,13861.132162403828,32456.626771566946,25.0,0.0,True,True,True
150,150000,25.000000,recovery,,25.000000,25,25,25,0,0,16.0,31.0,31.759999999999998,12.099,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.11216974123276466,12619776.0,0.0,13734.03451827825,32138.217368422385,25.0,0.0,True,True,True
151,151000,25.000000,recovery,,25.000000,25,25,25,0,0,15.0,27.999999999999957,31.0,14.339000000000002,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.11853208819896167,12689408.0,0.0,15036.796900329191,34252.60378879037,24.88888888888889,0.0,True,True,True
152,152000,25.000000,recovery,,25.000000,25,25,25,0,0,16.0,32.0,32.0,11.858999999999998,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.13916799595467402,12689408.0,0.0,14909.699256203612,33934.19438564582,24.997222530829912,0.0,True,True,True
153,153000,25.000000,recovery,,25.000000,25,25,25,0,0,16.0,31.0,31.759999999999998,14.378999999999994,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.13916799595467402,12689408.0,0.0,15173.639198050643,34325.16474374838,24.886123764026223,0.0,True,True,True
154,154000,25.000000,recovery,,25.000000,25,26,26,0,0,16.0,31.0,31.75,11.858999999999998,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.13916799595467402,12689408.0,0.0,15046.541553925064,34006.75534060382,24.88888888888889,0.0,True,True,True
155,155000,25.000000,recovery,,25.000000,25,24,24,0,0,16.0,31.0,31.0,14.858999999999998,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.13916799595467402,12689408.0,0.0,14919.443909799485,33688.345937459264,24.88888888888889,0.0,True,True,True
156,156000,25.000000,recovery,,25.000000,25,26,26,0,0,16.0,32.0,32.0,12.099,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.13916799595467402,12689408.0,0.0,14792.346265673907,33369.93653431471,24.88888888888889,0.0,True,True,True
157,157000,25.000000,recovery,,25.000000,25,24,24,0,0,16.0,28.749999999999968,31.0,15.099,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.13916799595467402,12689408.0,0.0,12177.820628366626,26819.936702228002,24.911032028469744,0.0,True,True,True
158,158000,25.000000,recovery,,25.000000,25,26,26,0,0,16.0,32.0,32.0,12.339000000000002,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.13916799595467402,12689408.0,0.0,12177.820628366626,26819.936702228002,25.022241992882556,0.0,True,True,True
159,159000,25.000000,recovery,,25.000000,25,24,24,0,0,16.0,31.0,31.77,14.858999999999998,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.13916799595467402,12689408.0,0.0,12177.820628366626,26819.936702228002,24.911032028469744,0.0,True,True,True
160,160000,25.000000,recovery,,25.000000,25,25,25,0,0,16.0,31.0,31.0,14.339000000000002,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.13916799595467402,12689408.0,0.0,12177.820628366626,26819.936702228002,25.133451957295367,0.0,True,True,True
161,161000,25.000000,recovery,,25.000000,25,25,25,0,0,15.0,31.0,31.759999999999998,11.858999999999998,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.13916799595467402,12689408.0,0.0,12177.820628366626,26819.936702228002,24.911032028469744,0.0,True,True,True
162,162000,25.000000,recovery,,25.000000,25,25,25,0,0,16.0,31.0,31.759999999999998,14.858999999999998,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.13916799595467402,12689408.0,0.0,12177.820628366626,26819.936702228002,25.022241992882556,0.0,True,True,True
163,163000,25.000000,recovery,,25.000000,25,26,26,0,0,16.0,32.0,32.0,11.858999999999998,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.13916799595467402,12689408.0,0.0,12177.820628366626,26819.936702228002,25.022241992882556,0.0,True,True,True
164,164000,25.000000,recovery,,25.000000,25,24,24,0,0,16.0,31.0,31.77,14.378999999999994,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.13916799595467402,12689408.0,0.0,12177.820628366626,26819.936702228002,25.133451957295367,0.0,True,True,True
165,165000,25.000000,recovery,,25.000000,25,25,25,0,0,15.0,31.0,31.759999999999998,13.858999999999998,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.13916799595467402,12689408.0,0.0,12177.820628366626,26819.936702228002,25.136247358469582,0.0,True,True,True
166,166000,25.000000,recovery,,25.000000,25,26,26,0,0,15.5,31.75,32.0,11.858999999999998,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.13916799595467402,12689408.0,0.0,11051.551151824366,23718.400262832405,25.111111111111114,0.0,True,True,True
167,167000,25.000000,recovery,,25.000000,25,24,24,0,0,16.0,31.0,31.0,14.339000000000002,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.11807515327891048,12689408.0,0.0,11274.956978801622,24197.864978011406,25.00277808645405,0.0,True,True,True
168,168000,25.000000,recovery,,25.000000,25,25,25,0,0,16.0,32.0,32.0,12.339000000000002,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.12440488824135966,12689408.0,0.0,13404.349618635333,28767.882910740052,25.111111111111114,0.0,True,True,True
169,169000,25.000000,recovery,,25.000000,25,26,26,0,0,16.0,31.75,32.0,14.378999999999994,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.12190106647584505,12689408.0,0.0,11436.2559858792,24544.038502370644,24.891654628292034,0.0,True,True,True
170,170000,25.000000,recovery,,25.000000,25,24,24,0,0,16.0,31.849999999999998,32.0,11.858999999999998,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.15058619300106044,12488704.0,0.0,11212.850158901945,24064.573787191646,25.0,0.0,True,True,True
171,171000,25.000000,recovery,,25.000000,25,25,25,0,0,16.0,31.799999999999997,32.0,12.099,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.15058619300106044,12488704.0,0.0,13430.535206412136,28756.11910712747,25.111111111111114,0.0,True,True,True
172,172000,25.000000,recovery,,25.000000,25,25,25,0,0,16.0,31.0,31.759999999999998,14.339000000000002,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.15058619300106044,12488704.0,0.0,13430.535206412136,28756.11910712747,25.11390154461607,0.0,True,True,True
173,173000,25.000000,recovery,,25.000000,25,25,25,0,0,16.0,32.0,32.0,11.858999999999998,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.15058619300106044,12488704.0,0.0,13430.535206412136,28756.11910712747,24.88888888888889,0.0,True,True,True
174,174000,25.000000,recovery,,25.000000,25,25,25,0,0,16.0,31.0,31.0,14.858999999999998,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.15058619300106044,12488704.0,0.0,13430.535206412136,28756.11910712747,24.886123764026216,0.0,True,True,True
175,175000,25.000000,recovery,,25.000000,25,25,25,0,0,16.0,32.0,32.0,13.858999999999998,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.15058619300106044,12488704.0,0.0,13430.535206412136,28756.11910712747,24.88888888888889,0.0,True,True,True
176,176000,25.000000,recovery,,25.000000,25,26,26,0,0,16.0,31.0,31.75,11.858999999999998,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.15058619300106044,12488704.0,0.0,13430.535206412136,28756.11910712747,24.997222530829905,0.0,True,True,True
177,177000,25.000000,recovery,,25.000000,25,24,24,0,0,16.0,32.0,32.0,14.339000000000002,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.15058619300106044,12488704.0,0.0,13430.535206412136,28756.11910712747,24.88888888888889,0.0,True,True,True
178,178000,25.000000,recovery,,25.000000,25,26,26,0,0,15.0,31.75,32.0,11.858999999999998,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.15058619300106044,12488704.0,0.0,13430.535206412136,28756.11910712747,24.997222530829905,0.0,True,True,True
179,179000,25.000000,recovery,,25.000000,25,24,24,0,0,15.5,31.0,31.77,14.858999999999998,1,25,1,1,1,1,1,none,False,False,not_applicable,1,1,1,1,1,1,7,0.15058619300106044,12488704.0,0.0,13430.535206412136,28756.11910712747,25.00277808645405,0.0,True,True,True
