family,configuration,condition_side,slo_violation_seconds_count,slo_violation_seconds_mean,slo_violation_seconds_median,slo_violation_seconds_std,slo_violation_seconds_<lambda_0>,slo_violation_seconds_<lambda_1>,request_p99_latency_ms_count,request_p99_latency_ms_mean,request_p99_latency_ms_median,request_p99_latency_ms_std,request_p99_latency_ms_<lambda_0>,request_p99_latency_ms_<lambda_1>,request_failure_rate_count,request_failure_rate_mean,request_failure_rate_median,request_failure_rate_std,request_failure_rate_<lambda_0>,request_failure_rate_<lambda_1>,ready_deficient_replica_seconds_count,ready_deficient_replica_seconds_mean,ready_deficient_replica_seconds_median,ready_deficient_replica_seconds_std,ready_deficient_replica_seconds_<lambda_0>,ready_deficient_replica_seconds_<lambda_1>,ready_capacity_deficit_rps_seconds_count,ready_capacity_deficit_rps_seconds_mean,ready_capacity_deficit_rps_seconds_median,ready_capacity_deficit_rps_seconds_std,ready_capacity_deficit_rps_seconds_<lambda_0>,ready_capacity_deficit_rps_seconds_<lambda_1>,deficient_replica_seconds_count,deficient_replica_seconds_mean,deficient_replica_seconds_median,deficient_replica_seconds_std,deficient_replica_seconds_<lambda_0>,deficient_replica_seconds_<lambda_1>,excess_replica_seconds_count,excess_replica_seconds_mean,excess_replica_seconds_median,excess_replica_seconds_std,excess_replica_seconds_<lambda_0>,excess_replica_seconds_<lambda_1>,replica_seconds_count,replica_seconds_mean,replica_seconds_median,replica_seconds_std,replica_seconds_<lambda_0>,replica_seconds_<lambda_1>,scale_action_count_count,scale_action_count_mean,scale_action_count_median,scale_action_count_std,scale_action_count_<lambda_0>,scale_action_count_<lambda_1>,churn_magnitude_replicas_count,churn_magnitude_replicas_mean,churn_magnitude_replicas_median,churn_magnitude_replicas_std,churn_magnitude_replicas_<lambda_0>,churn_magnitude_replicas_<lambda_1>,mean_cpu_cores_count,mean_cpu_cores_mean,mean_cpu_cores_median,mean_cpu_cores_std,mean_cpu_cores_<lambda_0>,mean_cpu_cores_<lambda_1>
controller_capacity,capacity_110pct,b,5,58.2,54.0,9.5236547606473,53.0,62.0,5,5386.554606000002,5216.473070000001,1106.220723254401,4564.316120000004,6126.31674,5,0.1334054054054054,0.13315315315315315,0.013802672096382043,0.12216216216216216,0.13531531531531532,5,100.8,101.0,0.836660026534074,100.0,101.0,5,1221.0,1230.0,26.07680962081058,1200.0,1230.0,5,90.0,90.0,0.0,90.0,90.0,5,0.0,0.0,0.0,0.0,0.0,5,180.0,180.0,0.0,180.0,180.0,5,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,5,0.31033120440520096,0.310599888652068,0.003000770130857,0.3079184235012385,0.31269238452489545
controller_capacity,capacity_90pct,b,5,51.6,49.0,5.176871642217915,49.0,53.0,5,4567.2842580000015,4625.719430000001,814.0924878119814,4128.973620000004,4630.82146,5,0.12962162162162164,0.13207207207207208,0.005046010203688907,0.12468468468468469,0.13261261261261262,5,100.6,101.0,0.5477225575051643,100.0,101.0,5,1215.0,1220.0,14.142135623730942,1200.0,1225.0,5,90.0,90.0,0.0,90.0,90.0,5,0.0,0.0,0.0,0.0,0.0,5,180.0,180.0,0.0,180.0,180.0,5,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,5,0.3127807759875334,0.31258571902764365,0.0033603026890383567,0.31004426277268454,0.3146470084056258
forecast_horizon,horizon_3s,a,5,16.2,17.0,2.949576240750525,15.0,17.0,5,33.11883400000002,32.91665000000005,1.1723322703184471,32.524280000000005,33.758650000000024,5,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,5,89.2,90.0,1.095445115010332,88.0,90.0,5,359.2,360.0,1.0954451150103335,358.0,360.0,5,3.8,4.0,0.4472135954999579,4.0,4.0,5,6.0,6.0,0.0,6.0,6.0,5,0.34856550499905203,0.34950892292571284,0.0023505063506050424,0.3463886823719208,0.34993510483488566
forecast_horizon,horizon_3s,b,5,29.0,27.0,8.803408430829505,23.0,36.0,5,3343.451816000002,3165.3447000000024,495.59324570678456,3144.975890000001,3266.2748100000017,5,0.023855855855855857,0.02666666666666667,0.004928841919950471,0.020900900900900903,0.027567567567567567,5,26.4,27.0,2.5099800796022267,27.0,28.0,5,291.0,305.0,32.09361307176243,280.0,310.0,5,20.4,21.0,1.3416407864998738,21.0,21.0,5,110.4,111.0,1.3416407864998734,111.0,111.0,5,360.0,360.0,0.0,360.0,360.0,5,4.0,4.0,0.0,4.0,4.0,5,6.0,6.0,0.0,6.0,6.0,5,0.32974650481394563,0.3312655736281725,0.005970200798647507,0.32619895690168527,0.33256325658407504
forecast_horizon,horizon_9s,a,5,8.4,8.0,1.140175425099138,8.0,9.0,5,28.36740400000004,27.529920000000086,2.062222448556433,26.84846000000001,29.749030000000012,5,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,5,90.0,90.0,0.0,90.0,90.0,5,360.0,360.0,0.0,360.0,360.0,5,4.0,4.0,0.0,4.0,4.0,5,6.0,6.0,0.0,6.0,6.0,5,0.34973930416074583,0.3529551729762717,0.012280302264850109,0.35053348549823354,0.3575870437952586
forecast_horizon,horizon_9s,b,5,12.8,13.0,1.9235384061671346,12.0,14.0,5,2262.949790000004,2373.0618100000006,381.117585491464,2046.7257000000063,2396.3154000000013,5,0.0,0.0,0.0,0.0,0.0,5,7.8,7.0,1.6431676725154982,7.0,9.0,5,75.0,65.0,16.201851746019653,65.0,90.0,5,3.0,3.0,0.0,3.0,3.0,5,93.0,93.0,0.0,93.0,93.0,5,360.0,360.0,0.0,360.0,360.0,5,4.0,4.0,0.0,4.0,4.0,5,6.0,6.0,0.0,6.0,6.0,5,0.35674707651041226,0.3595832578376767,0.00836114720909021,0.3558570104246267,0.36021705805041276
safety_persistence,persistence_1s,b,5,13.0,14.0,2.449489742783178,11.0,14.0,5,2167.2704860000044,2181.0227400000085,389.81385310830666,1774.2675700000075,2551.245320000001,5,0.0,0.0,0.0,0.0,0.0,5,8.2,9.0,2.5884358211089573,8.0,9.0,5,82.0,90.0,26.59887215654077,90.0,95.0,5,3.6,3.0,1.3416407864998738,3.0,3.0,5,90.6,90.0,1.3416407864998754,90.0,90.0,5,356.8,357.0,0.4472135954999611,357.0,357.0,5,2.0,2.0,0.0,2.0,2.0,5,6.0,6.0,0.0,6.0,6.0,5,0.35002700377224133,0.34966472621528416,0.003335240565730318,0.3471006263874308,0.35199233401456753
safety_persistence,persistence_3s,b,5,15.8,14.0,2.4899799195977463,14.0,18.0,5,3436.929468000005,3423.4838400000026,817.2595686142498,3407.6534100000144,4067.6588500000003,5,0.0021981981981981985,0.0,0.004915320599188727,0.0,0.0,5,15.0,15.0,1.8708286933869709,14.0,15.0,5,143.0,135.0,16.43167672515498,135.0,155.0,5,9.0,9.0,0.0,9.0,9.0,5,90.0,90.0,0.0,90.0,90.0,5,351.0,351.0,0.0,351.0,351.0,5,2.0,2.0,0.0,2.0,2.0,5,6.0,6.0,0.0,6.0,6.0,5,0.3511395738303891,0.3512856328624829,0.0034830876031634946,0.35121317711272765,0.35335440344430585
